1 , 4 , [0.6000000000000001, -1.1, -0.3000000000000002, -0.01000000000000012, 0.69] 

2 , 2 , [0.6000000000000001, -1.03, -0.31000000000000016, -0.14000000000000018, 0.58] 

3 , 2 , [0.6000000000000001, -0.96, -0.3200000000000001, -0.27000000000000024, 0.47] 

4 , 3 , [0.7000000000000001, -0.39999999999999986, -0.09000000000000008, -0.07000000000000028, 0.45999999999999996] 

5 , 2 , [0.7000000000000001, -0.3299999999999998, -0.10000000000000003, -0.20000000000000034, 0.35] 

6 , 2 , [0.7000000000000001, -0.25999999999999973, -0.10999999999999999, -0.3300000000000004, 0.24] 

7 , 2 , [0.7000000000000001, -0.18999999999999967, -0.11999999999999994, -0.46000000000000046, 0.13] 

8 , 2 , [0.7000000000000001, -0.11999999999999955, -0.1299999999999999, -0.5900000000000005, 0.020000000000000018] 

9 , 2 , [0.7000000000000001, -0.04999999999999949, -0.13999999999999985, -0.7200000000000006, -0.09] 

10 , 2 , [0.7000000000000001, 0.020000000000000573, -0.1499999999999998, -0.8500000000000008, -0.2] 

11 , 2 , [0.7000000000000001, 0.09000000000000064, -0.15999999999999975, -0.9800000000000009, -0.31000000000000005] 

12 , 2 , [0.7000000000000001, 0.1600000000000007, -0.1699999999999997, -1.110000000000001, -0.42000000000000004] 

13 , 2 , [0.7000000000000001, 0.23000000000000076, -0.17999999999999966, -1.240000000000001, -0.53] 

14 , 2 , [0.7000000000000001, 0.3000000000000008, -0.1899999999999996, -1.3700000000000012, -0.64] 

15 , 2 , [0.7000000000000001, 0.3700000000000009, -0.19999999999999957, -1.5000000000000013, -0.75] 

16 , 2 , [0.7000000000000001, 0.490000000000001, -0.14999999999999952, -1.5400000000000014, -0.8] 

17 , 4 , [0.7000000000000001, 0.6200000000000013, -0.2399999999999995, -1.3400000000000016, -0.78] 

18 , 4 , [0.7000000000000001, 0.8200000000000015, -0.2799999999999994, -1.1600000000000017, -0.76] 

19 , 4 , [0.7000000000000001, 0.9700000000000016, -0.31999999999999934, -0.9500000000000017, -0.71] 

20 , 3 , [0.6000000000000001, 0.5300000000000017, -0.6799999999999993, -1.2200000000000017, -0.84] 

